plant.h,block,treatment,position,source.pop,source pop number,source.fam,field.greenhouse,first.flower,rosette.diameter,height,leaf.length,SLA,branch.length,internode.number,internode.length,biomass,seeds.per.fruit ,fruits
259,8,c,1,MHL,5,MHL11,F,105,23.67,6,13.414,45.2691,n/a,n/a,n/a,2.28,n/a,81
260,8,c,2,MLL,6,MLL4,G,92,23.67,13,12.278,37.2568,70,7,10,2.85,5,67
261,8,c,3,NBL,7,NBL10,F,99,21.33,10,14.764,32.8529,n/a,n/a,n/a,2.34,n/a,88
262,8,c,4,SHL2,14,SHL27,F,n/a,22.00,8,20.93,44.6917,n/a,n/a,n/a,n/a,5,62
263,8,c,5,SHL2,14,SHL217,F,105,25.00,10,n/a,n/a,n/a,n/a,n/a,2.63,n/a,86
264,8,c,6,SHL2,14,SHL212,F,99,22.67,9,13.089,30.2664,44,8,5.5,2.34,5,120
265,8,he,1,SSH,15,SSH7,G,113,29.00,16,19.317,38.1754,83,8,10.375,2.63,4.8,69
266,8,he,2,NPH,8,NPH3,G,105,28.00,22,15.85,50.0605,n/a,n/a,n/a,n/a,4.6,64
267,8,he,3,ILH,4,ILH5,G,113,28.33,17,11.924,49.1130,n/a,n/a,n/a,n/a,n/a,54
268,8,he,4,ERH,1,ERH16,F,113,29.00,11,16.274,31.7260,n/a,n/a,n/a,n/a,n/a,74
269,8,he,5,ERH,1,ERH20,F,113,31.33,9,18.433,42.1532,n/a,n/a,n/a,n/a,4.2,34
270,8,he,6,SHH,12,SHH2,G,113,25.33,14,13.398,40.6742,n/a,n/a,n/a,n/a,n/a,50
271,8,he,1,NBL,7,NBL10,F,113,28.67,15,19.827,39.2006,n/a,n/a,n/a,n/a,4.8,60
272,8,he,2,SHL2,14,SHL212,F,113,28.67,17,17.389,37.8351,72,10,7.2,2.64,5,78
273,8,he,3,MLL,6,MLL4,G,105,26.33,10,12.969,36.7656,n/a,n/a,n/a,2.73,5,78
274,8,he,4,SHL2,14,SHL217,F,121,31.33,11,15.297,40.1015,n/a,n/a,n/a,n/a,5,66
275,8,he,5,MHL,5,MHL11,F,105,34.00,17,17.07,47.4150,n/a,n/a,n/a,n/a,5,81
276,8,he,6,SHL2,14,SHL27,F,127,21.67,13,21.819,45.1053,77,8,9.625,n/a,4.8,36
277,8,ho,1,ERH,1,ERH16,F,105,33.33,12,19.57,53.8527,n/a,n/a,n/a,3.08,4.4,45
278,8,ho,2,ERH,1,ERH20,F,113,23.00,12,17.922,53.5071,n/a,n/a,n/a,3.04,4.6,59
279,8,ho,3,SSH,15,SSH7,G,99,25.00,10,11.576,54.1679,79,8,9.875,1.94,4.8,66
280,8,ho,4,ILH,4,ILH5,G,113,27.33,14,8.915,70.9091,n/a,n/a,n/a,1.79,5,58
281,8,ho,5,NPH,8,NPH3,G,99,29.00,15,14.989,47.8000,63,8,7.875,2.78,4.8,77
282,8,ho,6,SHH,12,SHH2,G,99,25.33,7,16.229,37.3807,88,8,11,2.98,4.8,108
283,8,ho,1,MLL,6,MLL4,G,113,32.00,13,17.89,40.8448,69,11,6.27272727272727,3.21,4.6,71
284,8,ho,2,SHL2,14,SHL217,F,121,28.00,12,17.829,35.6710,79,7,11.2857142857143,2.72,4.8,62
285,8,ho,3,SHL2,14,SHL212,F,113,30.33,13,18.615,47.1263,75,10,7.5,2.41,4.8,63
286,8,ho,4,NBL,7,NBL10,F,113,28.00,23,14.989,42.3458,94,10,9.4,2.86,5,66
287,8,ho,5,SHL2,14,SHL27,F,132,26.00,11,18.549,59.6197,74,7,10.5714285714286,1.42,5,38
288,8,ho,6,MHL,5,MHL11,F,99,22.33,6,13.15,36.5670,n/a,n/a,n/a,2.38,4.8,68
289,9,c,1,NPH,8,NPH12,G,92,24.33,14,7.807,40.2735,91,11,8.27272727272727,2.61,5,75
290,9,c,2,ERH,1,ERH3,F,105,25.00,7,14.321,27.9893,82,11,7.45454545454545,2.73,4.4,62
291,9,c,3,SSH,15,SSH6,G,99,23.00,7,7.271,47.0595,66,9,7.33333333333333,2.44,5,76
292,9,c,4,SSH,15,SSH9,G,99,24.33,8,10.487,29.4084,68,9,7.55555555555556,2.38,5,80
293,9,c,5,SSH,15,SSH8,G,92,26.00,12,14.564,31.1011,83,10,8.3,2.82,5,76
294,9,c,6,SSH,15,SSH11,G,92,19.33,4,10.996,22.6257,68,10,6.8,2.36,5,85
295,9,c,1,SHL2,14,SHL214,F,99,17.00,8,11.088,32.5781,65,10,6.5,1.92,5,75
296,9,c,2,SHL2,14,SHL220,F,99,22.00,8,10.713,31.2434,66,10,6.6,2.66,5,77
297,9,c,3,MHL,5,MHL9,F,92,21.33,8,11.471,31.9898,66,10,6.6,1.94,5,74
298,9,c,4,MLL,6,MLL5,G,92,21.00,15,14.186,36.6217,83,11,7.54545454545455,2.14,5,88
299,9,c,5,SHL,13,SHL9,F,105,24.00,6,13.676,23.1003,64,10,6.4,2.76,5,65
300,9,c,6,SHL2,14,SHL217,F,99,18.00,7,8.044,33.8980,60,10,6,2.16,5,86
301,9,he,1,NPH,8,NPH12,G,105,27.33,26,16.61,37.4829,94,10,9.4,2.75,5,83
302,9,he,2,SSH,15,SSH6,G,105,28.67,18,13.705,36.7764,90,9,10,3.71,4.8,75
303,9,he,3,ERH,1,ERH3,F,113,28.67,14,17.678,30.6705,68,11,6.18181818181818,3.09,4.2,122
304,9,he,4,SSH,15,SSH9,G,105,26.00,18,20.876,55.4344,85,10,8.5,2.74,5,68
305,9,he,5,SSH,15,SSH11,G,105,27.67,12,15.67,44.6237,65,12,5.41666666666667,2.56,5,114
306,9,he,6,SSH,15,SSH8,G,113,27.33,12,15.635,28.3889,78,10,7.8,2.24,5,84
307,9,he,1,MHL,5,MHL9,F,105,29.67,13,18.019,42.2573,77,11,7,2.75,4.8,92
308,9,he,2,SHL2,14,SHL220,F,121,35.67,10,19.604,29.2011,61,10,6.1,2.76,4.6,113
309,9,he,3,SHL2,14,SHL217,F,121,30.33,18,17.46,32.2292,76,10,7.6,2.73,5,50
310,9,he,4,SHL2,14,SHL214,F,121,32.33,17,16.755,36.6838,82,10,8.2,3.25,5,109
311,9,he,5,SHL,13,SHL9,F,121,32.00,15,17.373,42.1731,70,10,7,2.20,5,94
312,9,he,6,MLL,6,MLL5,G,105,26.33,16,12.281,27.1216,67,10,6.7,2.50,4.6,78
313,9,ho,1,NPH,8,NPH12,G,99,28.67,23,16.547,29.4321,100,11,9.09090909090909,2.92,5,115
314,9,ho,2,ERH,1,ERH3,F,113,26.33,16,17.428,39.8480,75,10,7.5,2.77,4.2,106
315,9,ho,3,SSH,15,SSH8,G,99,23.00,17,13.057,38.1762,79,11,7.18181818181818,2.79,5,106
316,9,ho,4,SSH,15,SSH11,G,113,34.33,17,15.845,35.6298,99,11,9,3.02,4.8,128
317,9,ho,5,SSH,15,SSH6,G,99,26.33,18,7.926,56.3182,89,10,8.9,2.62,5,89
318,9,ho,6,SSH,15,SSH9,G,99,22.33,12,11.394,28.3821,77,9,8.55555555555556,2.61,4.6,91
319,9,ho,1,MLL,6,MLL5,G,99,32.33,15,17.701,28.2294,92,10,9.2,2.93,5,96
320,9,ho,2,SHL,13,SHL9,F,113,28.33,19,6.956,42.7920,91,11,8.27272727272727,2.79,5,96
321,9,ho,3,SHL2,14,SHL214,F,99,28.33,13,16.495,34.0451,76,11,6.90909090909091,2.79,5,97
322,9,ho,4,MHL,5,MHL9,F,105,29.33,14,14.606,42.6022,97,11,8.81818181818182,2.65,5,93
323,9,ho,5,SHL2,14,SHL220,F,99,30.00,14,13.37,36.2885,74,10,7.4,2.94,5,90
324,9,ho,6,SHL2,14,SHL217,F,99,23.33,12,12.039,30.3593,58,10,5.8,2.93,4.8,101
325,10,c,1,SCH,11,SCH18,G,105,24.00,11,14.459,32.4414,n/a,n/a,n/a,3.24,n/a,109
326,10,c,2,NPH,8,NPH8,G,105,22.00,7,12.15,29.1422,72,11,6.54545454545455,2.58,5,67
327,10,c,3,ILH,4,ILH3,G,99,16.67,3,8.763,25.8333,n/a,n/a,n/a,n/a,4.8,84
328,10,c,4,SCH,11,SCH14,G,105,22.33,5,17.78,33.9234,n/a,n/a,n/a,n/a,n/a,113
329,10,c,5,NUH,9,NUH11,G,113,19.33,5,11.125,30.4924,n/a,n/a,n/a,n/a,5,51
330,10,c,6,SCH,11,SCH5,F,113,27.67,6,17.391,28.9850,n/a,n/a,n/a,n/a,4.4,95
331,10,c,1,SHL,13,SHL14,G,99,16.33,6,13.684,33.4000,n/a,n/a,n/a,n/a,5,74
332,10,c,2,SHL2,14,SHL216,F,105,18.33,4,11.425,28.3105,n/a,n/a,n/a,1.88,5,80
333,10,c,3,SHL,13,SHL14,G,99,16.33,5,8.824,30.7719,n/a,n/a,n/a,n/a,5,55
334,10,c,4,SHL,13,SHL20,G,105,18.67,7,9.762,31.8776,n/a,n/a,n/a,n/a,5,75
335,10,c,5,NBL,7,NBL9,F,99,17.33,5,9.096,30.5629,n/a,n/a,n/a,n/a,5,71
336,10,c,6,MLL,6,MLL5,G,105,19.00,7,11.012,29.3886,81,10,8.1,2.56,5,80
337,10,he,1,SCH,11,SCH18,G,113,34.00,18,19.719,38.4113,n/a,n/a,n/a,n/a,4.8,74
338,10,he,2,NPH,8,NPH8,G,113,28.67,14,17.078,48.0293,69,7,9.85714285714286,2.47,5,34
339,10,he,3,SCH,11,SCH5,F,113,27.00,4,14.642,31.2230,67,9,7.44444444444444,2.64,4,82
340,10,he,4,ILH,4,ILH3,G,99,26.00,8,13.748,38.8028,78,11,7.09090909090909,2.61,4.8,53
341,10,he,5,SCH,11,SCH14,G,113,32.00,9,18.422,43.6004,82,9,9.11111111111111,3.25,4.2,104
342,10,he,6,NUH,9,NUH11,G,121,26.00,9,10.15,53.1429,68,7,9.71428571428571,2.36,5,48
343,10,he,1,SHL,13,SHL14,G,113,24.00,18,15.823,58.3295,75,7,10.7142857142857,1.86,5,35
344,10,he,2,SHL2,14,SHL216,F,121,23.33,6,9.921,32.6096,70,8,8.75,2.42,5,84
345,10,he,3,SHL,13,SHL20,G,105,24.67,13,14.974,48.8834,76,10,7.6,2.43,5,64
346,10,he,4,MLL,6,MLL5,G,113,26.33,19,16.923,43.2867,105,11,9.54545454545454,2.94,5,55
347,10,he,5,NBL,7,NBL9,F,113,23.33,8,15.79,51.5202,79,8,9.875,1.59,5,46
348,10,he,6,SHL,13,SHL14,G,113,26.33,8,15.965,46.7228,76,8,9.5,2.30,5,53
349,10,ho,1,NPH,8,NPH8,G,113,26.33,14,15.577,37.5130,72,10,7.2,2.71,5,43
350,10,ho,2,NUH,9,NUH11,G,121,25.33,10,16.055,60.4194,n/a,n/a,n/a,n/a,5,31
351,10,ho,3,ILH,4,ILH3,G,105,28.33,11,15.322,39.3721,n/a,n/a,n/a,n/a,5,73
352,10,ho,4,SCH,11,SCH14,G,121,35.33,10,25.122,43.1633,n/a,n/a,n/a,n/a,4.6,83
353,10,ho,5,SCH,11,SCH18,G,113,33.33,12,21.821,50.4426,n/a,n/a,n/a,n/a,5,73
354,10,ho,6,SCH,11,SCH5,F,113,31.00,12,17.196,39.8692,n/a,n/a,n/a,n/a,4.6,86
355,10,ho,1,SHL,13,SHL14,G,105,26.00,8,14.756,41.4296,88,11,8,2.66,5,72
356,10,ho,2,SHL,13,SHL20,G,113,32.00,10,17.612,48.3187,n/a,n/a,n/a,n/a,4.8,74
357,10,ho,3,SHL2,14,SHL216,F,113,29.67,11,17.84,45.9959,n/a,n/a,n/a,n/a,n/a,n/a
358,10,ho,4,NBL,7,NBL9,F,113,28.33,13,5.322,74.6389,n/a,n/a,n/a,n/a,4.8,75
359,10,ho,5,MLL,6,MLL5,G,113,29.33,15,22.456,55.2071,n/a,n/a,n/a,2.47,4.8,51
360,10,ho,6,SHL,13,SHL14,G,105,25.33,8,12.27,40.7295,n/a,n/a,n/a,n/a,5,65
361,11,c,1,SSH,15,SSH11,G,92,22.67,9,11.29,29.0985,71,8,8.875,3.26,n/a,n/a
362,11,c,2,SCH,11,SCH7,F,113,27.33,9,15.771,30.0766,60.5,9,6.72222222222222,5.51,5,81
363,11,c,3,SCH,11,SCH11,G,113,28.67,9,16.434,25.1149,53,8,6.625,5.44,5,61
364,11,c,4,NUH,9,NUH5,G,99,16.33,6,11.128,26.4547,59,7,8.42857142857143,4.12,5,24
365,11,c,5,SSH,15,SSH1,G,92,22.33,7,13.425,28.7827,78,9,8.66666666666667,3.13,5,52
366,11,c,6,NPH,8,NPH11,G,99,16.00,11,9.467,26.8980,58,9,6.44444444444444,3.51,4.8,67
367,11,c,1,PWL,10,PWL6,G,99,21.67,8,10.435,31.3985,64,8,8,3.47,4.4,52
368,11,c,2,SHL,13,SHL2,F,99,19.33,10,10.909,28.9662,66,8,8.25,3.56,4.4,55
369,11,c,3,ERL2,3,ERL23,F,113,26.33,9,19.498,23.3211,59,7,8.42857142857143,4.44,5,19
370,11,c,4,MHL,5,MHL2,F,92,20.67,7,12.221,29.7802,61,9,6.77777777777778,3.41,5,67
371,11,c,5,SHL2,14,SHL210,F,92,20.00,9,11.272,29.9444,60,8,7.5,3.32,5,63
372,11,c,6,NBL,7,NBL14,F,92,18.00,6,9.141,28.0637,62,7,8.85714285714286,3.51,4.8,52
373,11,he,1,NPH,8,NPH11,G,121,27.00,14,18.118,36.5329,85,9,9.44444444444444,3.86,5,46
374,11,he,2,SCH,11,SCH11,G,113,35.33,15,24.692,36.0133,75,8,9.375,4.86,4.8,30
375,11,he,3,NUH,9,NUH5,G,105,18.00,5,10.233,38.3653,54,7,7.71428571428571,3.13,n/a,n/a
376,11,he,4,SSH,15,SSH1,G,105,32.33,11,19.243,39.9611,88,10,8.8,3.39,4.8,44
377,11,he,5,SCH,11,SCH7,F,121,35.00,13,21.306,35.5107,76,9,8.44444444444444,4.27,5,17
378,11,he,6,SSH,15,SSH11,G,99,19.33,6,12.128,33.4918,61,9,6.77777777777778,2.54,5,58
379,11,he,1,ERL2,3,ERL23,F,121,32.00,12,15.492,39.4212,75,8,9.375,4.64,4.6,10
380,11,he,2,NBL,7,NBL14,F,105,18.33,10,13.715,41.4182,70,8,8.75,2.50,4.8,56
381,11,he,3,SHL,13,SHL2,F,113,24.33,13,19.378,37.7891,68,6,11.3333333333333,2.62,4.8,37
382,11,he,4,SHL2,14,SHL210,F,113,26.00,14,15.861,41.9561,86,10,8.6,2.61,4.8,31
383,11,he,5,PWL,10,PWL6,G,121,24.00,13,11.571,44.1056,67,8,8.375,2.81,4.8,32
384,11,he,6,MHL,5,MHL2,F,99,21.67,9,13.144,32.0112,55,8,6.875,2.19,4.8,62
385,11,ho,1,SSH,15,SSH1,G,105,30.67,10,13.302,30.4827,72,9,8,3.73,5,69
386,11,ho,2,SSH,15,SSH11,G,99,29.33,8,14.728,74.6262,64,9,7.11111111111111,2.76,5,76
387,11,ho,3,NUH,9,NUH5,G,105,23.67,3,12.443,28.4489,62,8,7.75,n/a,n/a,4
388,11,ho,4,SCH,11,SCH7,F,113,33.00,9,23.369,37.1963087248322,64,9,7.11111111111111,3.52,4.6,55
389,11,ho,5,SCH,11,SCH11,G,113,34.00,14,22.682,29.6374,71,9,7.88888888888889,4.37,5,62
390,11,ho,6,NPH,8,NPH11,G,105,24.33,7,13.045,29.8726,97,10,9.7,n/a,5,50
391,11,ho,1,SHL,13,SHL2,F,105,26.00,8,13.226,31.5000,67,8,8.375,4.12,5,fehlt
392,11,ho,2,MHL,5,MHL2,F,99,28.00,10,18.225,37.3652,63,9,7,n/a,5,64
393,11,ho,3,ERL2,3,ERL23,F,121,30.67,9,21.351,28.3109,81,8,10.125,4.11,4.6,23
394,11,ho,4,SHL2,14,SHL210,F,105,26.67,11,15.547,37.8911,70,9,7.77777777777778,2.43,4.8,58
395,11,ho,5,PWL,10,PWL6,G,113,26.67,10,16.365,34.0687,67,8,8.375,n/a,n/a,n/a
396,11,ho,6,NBL,7,NBL14,F,99,23.67,8,10.745,30.4243,57,9,6.33333333333333,2.13,5,72
397,12,c,1,SCH,11,SCH13,G,105,25.33,7,12.504,20.5644,64,10,6.4,3.41,4.8,81
398,12,c,2,NUH,9,NUH3,G,92,15.33,8,8.589,28.8435,76,11,6.90909090909091,1.88,4.6,66
399,12,c,3,SCH,11,SCH2,F,105,21.67,9,12.877,23.3795,60,10,6,3.74,4.8,85
400,12,c,4,SCH,11,SCH17,G,105,24.00,7,16.227,22.1017,61,11,5.54545454545455,3.63,4.8,134
401,12,c,5,ILH,4,ILH8,G,92,17.67,9,10.281,28.3771,66,10,6.6,1.88,4.8,72
402,12,c,6,SCH,11,SCH4,F,105,21.67,5,13,24.5000,53,10,5.3,3.34,4.8,152
403,12,c,1,MLL,6,MLL1,G,99,18.67,9,12.762,27.9502,71,9,7.88888888888889,2.74,4.6,76
405,12,c,3,MHL,5,MHL18,F,99,19.67,7,11.988,25.7266,58,10,5.8,2.05,4.6,76
406,12,c,4,PWL,10,PWL4,G,99,16.00,3,10.571,24.1599,50,10,5,2.26,4.8,92
407,12,c,5,MHL,5,MHL1,F,99,18.67,8,n/a,n/a,68,10,6.8,2.58,4.8,65
408,12,c,6,MHL,5,MHL16,F,99,21.67,9,14.096,27.0112,78,10,7.8,2.44,4.4,105
409,12,he,1,NUH,9,NUH3,G,99,25.67,21,15.701,34.1899,88,11,8,2.35,4.8,103
410,12,he,2,SCH,11,SCH4,F,n/a,17.33,9,23.508,46.8161,60,6,10,1.16,4.6,16
411,12,he,3,SCH,11,SCH17,G,113,35.67,19,18.661,37.8653,83,12,6.91666666666667,3.72,4.8,76
412,12,he,4,SCH,11,SCH13,G,113,36.67,12,17.793,31.2708,88,11,8,3.43,5,72
413,12,he,5,SCH,11,SCH2,F,113,31.33,16,17.682,25.7067,51,10,5.1,3.72,4.8,139
414,12,he,6,ILH,4,ILH8,G,113,28.00,20,16.325,39.0553,83,10,8.3,2.26,4.6,40
415,12,he,1,PWL,10,PWL4,G,113,33.67,14,15.441,36.7300,73,10,7.3,2.98,5,80
416,12,he,2,MLL,6,MLL1,G,121,27.67,15,16.941,39.8100,93,11,8.45454545454546,2.95,4.8,76
417,12,he,3,MHL,5,MHL18,F,105,23.33,12,17.67,42.8943,68,8,8.5,1.83,4.8,45
418,12,he,4,MHL,5,MHL1,F,105,21.67,15,12.866,27.7930,72,10,7.2,2.58,5,110
420,12,he,6,MHL,5,MHL16,F,105,14.67,16,15.828,44.6792,84,9,9.33333333333333,2.21,5,38
421,12,ho,1,SCH,11,SCH4,F,105,32.67,12,17.169,26.5978,76,11,6.90909090909091,4.48,4.6,38
422,12,ho,2,SCH,11,SCH17,G,113,32.67,17,20.244,30.5390,73,10,7.3,3.23,4.6,83
423,12,ho,3,ILH,4,ILH8,G,99,28.00,10,15.377,37.8790,75,10,7.5,2.36,5,74
424,12,ho,4,NUH,9,NUH3,G,92,21.00,13,12.362,28.0625,80,11,7.27272727272727,2.42,4.8,38
425,12,ho,5,SCH,11,SCH2,F,113,35.00,17,18.54,29.0943,78,9,8.66666666666667,3.33,4.8,85
426,12,ho,6,SCH,11,SCH13,G,121,31.33,19,19.715,31.0605,70,9,7.77777777777778,2.53,5,75
427,12,ho,1,WKL,16,WKL9,F,105,29.33,10,15.035,30.8394,77,9,8.55555555555556,2.15,4.8,84
428,12,ho,2,MHL,5,MHL18,F,99,32.00,8,14.584,43.3007,68,9,7.55555555555556,2.29,5,59
429,12,ho,3,MHL,5,MHL1,F,105,23.67,7,12.886,28.1901,58,10,5.8,1.88,4.8,45
430,12,ho,4,MHL,5,MHL16,F,105,14.00,11,12.48,37.4050,70,9,7.77777777777778,2.03,5,42
431,12,ho,5,PWL,10,PWL4,G,113,25.67,9,18.886,30.7628,70,9,7.77777777777778,2.43,4.8,67
432,12,ho,6,MLL,6,MLL1,G,105,28.67,14,20.808,45.0657,85,11,7.72727272727273,3.29,5,58
433,13,c,1,SCH,11,SCH17,G,99,27.33,10,13.574,20.1807,64,10,6.4,3.91,4.6,126
434,13,c,2,ERH,1,ERH18,F,105,27.33,7,17.394,38.8800,84,10,8.4,3.56,5,76
435,13,c,3,NPH,8,NPH11,G,92,21.00,9,12.007,33.0493,86,10,n/a,2.84,n/a,91
436,13,c,4,ERH,1,ERH11,F,105,23.33,9,10.349,25.6369,56,9,n/a,3.03,n/a,95
437,13,c,5,NPH,8,NPH6,G,105,17.33,5,8.407,20.0506,n/a,n/a,n/a,2.08,n/a,90
438,13,c,6,ILH,4,ILH1,G,92,19.33,7,10.163,33.1134,80,11,n/a,2.50,n/a,83
439,13,c,1,ERL,2,ERL2,G,113,20.33,6,12.173,23.7810,45,10,n/a,3.35,n/a,70
440,13,c,2,NBL,7,NBL16,F,92,18.00,8,11.187,25.3769,64,10,n/a,2.01,n/a,66
441,13,c,3,MHL,5,MHL17,F,99,21.00,6,11.48,25.9393,n/a,n/a,n/a,2.08,n/a,87
442,13,c,4,PWL,10,PWL10,G,99,15.67,4,8.655,14.9536,n/a,n/a,n/a,1.73,n/a,88
443,13,c,5,SHL,13,SHL18,G,99,19.67,7,n/a,n/a,70,11,n/a,2.68,n/a,126
444,13,c,6,SHL,13,SHL13,G,92,19.67,6,10.157,36.6063,71,11,6.45454545454545,2.51,4.8,103
445,13,he,1,NPH,8,NPH11,G,99,23.33,15,13.968,42.5191,71,10,7.1,2.45,4.8,109
446,13,he,2,SCH,11,SCH17,G,113,34.33,13,21.505,36.1789,75,12,6.25,3.45,4.8,124
447,13,he,3,ERH,1,ERH11,F,113,32.00,10,15.977,35.6850,81,9,9,2.52,4.6,54
448,13,he,4,ERH,1,ERH18,F,105,25.00,9,16.98,28.7837,74,10,7.4,3.39,5,93
